SSID,BSSID,PHY,CHANNEL,FREQUENCY,RSSI(dBm),SNR(dB)
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-72,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-72,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-72,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-72,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-72,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-72,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-72,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-72,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-68,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-72,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-72,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-72,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-72,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-72,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-72,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-72,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-72,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-72,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-72,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-72,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-72,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-72,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-72,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-72,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-80,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-84,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-84,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-84,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-84,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-84,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-84,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-80,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-72,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-72,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-84,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-84,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-72,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
TUC,64:13:ab:92:94:f0,802.11b,11,2462,-76,
GUEST,64:13:ab:92:94:f1,802.11b,11,2462,-76,
eduroam,64:13:ab:92:94:f2,802.11b,11,2462,-76,
